lga_id,year,primary_barriers,recommendation
plateau__wase,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
plateau__bassa,2013,Multiple moderate access barriers,Maintain services and improve care quality
anambra__orumba_south,2013,Multiple moderate access barriers,Maintain services and improve care quality
plateau__kanam,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
plateau__langtang_south,2013,Multiple moderate access barriers,Maintain services and improve care quality
plateau__mangu,2013,Multiple moderate access barriers,Maintain services and improve care quality
niger__tafa,2013,Multiple moderate access barriers,Maintain services and improve care quality
niger__magama,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
niger__agwara,2013,Multiple moderate access barriers,Maintain services and improve care quality
plateau__riyom,2013,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__rabah,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ebonyi__ikwo,2013,Elevated under-5 mortality indicators,Maintain services and improve care quality
katsina__safana,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__ajeromi/ifelodun,2013,Multiple moderate access barriers,Maintain services and improve care quality
kebbi__koko-besse,2013,Multiple moderate access barriers,Maintain services and improve care quality
lagos__epe,2013,Multiple moderate access barriers,Maintain services and improve care quality
kano__sumaila,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kogi__ogori/magongo,2013,Multiple moderate access barriers,Maintain services and improve care quality
lagos__amuwo_odofin,2013,Multiple moderate access barriers,Maintain services and improve care quality
kano__tsanyawa,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__ibeju_lekki,2013,Multiple moderate access barriers,Maintain services and improve care quality
kogi__ajaokuta,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__irepo,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__isoko_north,2013,Multiple moderate access barriers,Maintain services and improve care quality
enugu__ezeagu,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ondo__irele,2013,Multiple moderate access barriers,Maintain services and improve care quality
ondo__owo,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kogi__dekina,2013,Multiple moderate access barriers,Maintain services and improve care quality
ondo__akoko_north_east,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__oluyole,2013,Multiple moderate access barriers,Maintain services and improve care quality
rivers__ogba/egbema/ndoni,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
edo__ovia_south-west,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__ndokwa_east,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__saki_east,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ebonyi__onicha,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
delta__ethiope_east,2013,Multiple moderate access barriers,Maintain services and improve care quality
nasarawa__obi,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__oyo_east,2013,Multiple moderate access barriers,Maintain services and improve care quality
ebonyi__ivo,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
edo__etsako_east,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__oshimili_south,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ebonyi__izzi,2013,Multiple moderate access barriers,Maintain services and improve care quality
delta__isoko_south,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ebonyi__ezza_south,2013,Multiple moderate access barriers,Maintain services and improve care quality
kogi__ofu,2013,Multiple moderate access barriers,Maintain services and improve care quality
delta__aniocha_north,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__aniocha_south,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kogi__igalamela-odolu,2013,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__ibiono_ibom,2013,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__obot_akara,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ogo_oluwa,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__atiba,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__ogbomosho_south,2013,Multiple moderate access barriers,Maintain services and improve care quality
edo__ovia_north-east,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__afijio,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ogbomosho_north,2013,Multiple moderate access barriers,Maintain services and improve care quality
rivers__ikwerre,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__esit_eket,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__obio/akpor,2013,Multiple moderate access barriers,Maintain services and improve care quality
rivers__etche,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
borno__askira_uba,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__gwadabawa,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
jigawa__hadejia,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
jigawa__kiri_kasama,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
borno__konduga,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__jere,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__eti_osa,2013,Multiple moderate access barriers,Maintain services and improve care quality
lagos__kosofe,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ibadan_north,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__akinyele,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ido,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ibadan_north_west,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__ibadan_south_west,2013,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ibadan_south_east,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ogun__abeokuta_south,2013,Multiple moderate access barriers,Maintain services and improve care quality
lagos__alimosho,2013,Multiple moderate access barriers,Maintain services and improve care quality
lagos__ifako/ijaye,2013,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
lagos__ikorodu,2013,Elevated under-5 mortality indicators,Maintain services and improve care quality
ogun__ifo,2013,Multiple moderate access barriers,Maintain services and improve care quality
lagos__ikeja,2013,Multiple moderate access barriers,Maintain services and improve care quality
ogun__ewekoro,2013,Elevated under-5 mortality indicators,Maintain services and improve care quality
lagos__ojo,2013,Multiple moderate access barriers,Maintain services and improve care quality
lagos__badagry,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ogun__obafemi_owode,2013,Multiple moderate access barriers,Maintain services and improve care quality
ogun__ipokia,2013,Multiple moderate access barriers,Maintain services and improve care quality
benue__ohimini,2013,Multiple moderate access barriers,Maintain services and improve care quality
kwara__ilorin_west,2013,Multiple moderate access barriers,Maintain services and improve care quality
kwara__asa,2013,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
akwa_ibom__eastern_obolo,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
bayelsa__ekeremor,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__degema,2018,Low facility density,Monitor barriers and coordinate targeted interventions
rivers__andoni,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__akpabuyo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__oron,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
cross_river__bakassi,2018,Multiple moderate access barriers,Maintain services and improve care quality
cross_river__calabar_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__udung_uko,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
bayelsa__southern_ijaw,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__iwajowa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__ibarapa_north,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__okrika,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ogun__imeko_afon,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__ibeno,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
bayelsa__nembe,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ondo__ilaje,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
bayelsa__brass,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__warri_north,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ondo__ese_odo,2018,Multiple moderate access barriers,Maintain services and improve care quality
taraba__jalingo,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__burutu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
adamawa__girei,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
taraba__yorro,2018,Multiple moderate access barriers,Maintain services and improve care quality
taraba__ardo-kola,2018,Multiple moderate access barriers,Maintain services and improve care quality
adamawa__yola_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
adamawa__yola_south,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__mbo,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
taraba__lau,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
oyo__ibarapa_central,2018,Multiple moderate access barriers,Maintain services and improve care quality
ogun__abeokuta_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
rivers__bonny,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__warri_south-west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
delta__warri_south,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__akuku_toru,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
osun__isokan,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__irewole,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__essien_udim,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__onna,2018,Multiple moderate access barriers,Maintain services and improve care quality
enugu__udenu,2018,Multiple moderate access barriers,Maintain services and improve care quality
rivers__ogu_bolo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
enugu__enugu_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__ikot_ekpene,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__nsit_ubium,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__urue_offong/oruko,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
akwa_ibom__abak,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
enugu__nkanu_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
enugu__igbo-eze-south,2018,Multiple moderate access barriers,Maintain services and improve care quality
enugu__nsukka,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
rivers__tai,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ife_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ayedade,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ayedire,2018,Multiple moderate access barriers,Maintain services and improve care quality
rivers__ahoada_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__iseyin,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__itesiwaju,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__kajola,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
enugu__nkanu_west,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ebonyi__afikpo_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
taraba__donga,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
enugu__oji-river,2018,Multiple moderate access barriers,Maintain services and improve care quality
kwara__oyun,2018,Multiple moderate access barriers,Maintain services and improve care quality
bayelsa__ogbia,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__asari-toru,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__uyo,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__ikono,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kwara__baruten,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__lagelu,2018,Multiple moderate access barriers,Maintain services and improve care quality
kogi__idah,2018,Multiple moderate access barriers,Maintain services and improve care quality
yobe__machina,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kogi__ibaji,2018,Elevated under-5 mortality indicators,Maintain services and improve care quality
fct__municipal_area_council,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kwara__kaiama,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
zamfara__bakura,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
yobe__nguru,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
zamfara__gummi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__ajingi,2018,Multiple moderate access barriers,Maintain services and improve care quality
rivers__port-harcourt,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kebbi__augie,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__kebbe,2018,Elevated under-5 mortality indicators,Priority for mobile clinic outreach and infrastructure support
oyo__surulere,2018,Multiple moderate access barriers,Maintain services and improve care quality
jigawa__ringim,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
rivers__emuoha,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
enugu__isi-uzo,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
bayelsa__yenegoa,2018,Multiple moderate access barriers,Maintain services and improve care quality
kwara__ilorin_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
bauchi__alkaleri,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__omumma,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
jigawa__birnin_kudu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
taraba__takum,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__esan_south-east,2018,Multiple moderate access barriers,Maintain services and improve care quality
osun__ifedayo,2018,Multiple moderate access barriers,Maintain services and improve care quality
oyo__ori_ire,2018,Multiple moderate access barriers,Maintain services and improve care quality
kwara__ifelodun,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
zamfara__maradun,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
enugu__aninri,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ebonyi__abakaliki,2018,Elevated under-5 mortality indicators,Maintain services and improve care quality
kwara__pategi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__biriniwa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
taraba__ussa,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__silame,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__takai,2018,Multiple moderate access barriers,Maintain services and improve care quality
fct__bwari,2018,Multiple moderate access barriers,Maintain services and improve care quality
kwara__edu,2018,Multiple moderate access barriers,Maintain services and improve care quality
kaduna__jema'a,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
jigawa__gumel,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
sokoto__binji,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__kware,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kebbi__bunza,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kogi__mopa-muro,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__sokoto_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
katsina__musawa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
delta__ethiope_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
ebonyi__ishielu,2018,Multiple moderate access barriers,Maintain services and improve care quality
kebbi__sakaba,2018,Multiple moderate access barriers,Maintain services and improve care quality
kaduna__kudan,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kaduna__kachia,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__sabon_birni,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
enugu__uzo-uwani,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kaduna__jaba,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
akwa_ibom__ibesikpo_asutan,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__sokoto_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__yabo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__damboa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__matazu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__sandamu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__mashi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__dan_musa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__kura,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__lere,2018,Multiple moderate access barriers,Maintain services and improve care quality
katsina__zango,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__wurno,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
sokoto__gudu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__gwiwa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kebbi__birnin_kebbi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kebbi__suru,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
adamawa__numan,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__biu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__kaduna_south,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__dikwa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__zaria,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kebbi__kalgo,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
jigawa__yankwashi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kaduna__kaura,2018,Multiple moderate access barriers,Maintain services and improve care quality
adamawa__lamurde,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
borno__monguno,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
enugu__enugu_east,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__ngala,2018,Low facility density,Monitor barriers and coordinate targeted interventions
borno__gubio,2018,Low facility density | Limited facility proximity coverage,Monitor barriers and coordinate targeted interventions
kogi__yagba_east,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__chibok,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__tureta,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
taraba__gashaka,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
bauchi__bauchi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__hawul,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__uruan,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__mayo-belwa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
adamawa__mubi_south,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
edo__etsako_west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
yobe__fune,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__mobbar,2018,Low facility density | Limited facility proximity coverage,Priority for mobile clinic outreach and infrastructure support
yobe__potiskum,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__gwoza,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__guzamala,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__maiha,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
yobe__gulani,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
taraba__zing,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
oyo__orelope,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__nsit_ibom,2018,Multiple moderate access barriers,Maintain services and improve care quality
adamawa__fufore,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__mkpat_enin,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__owan_west,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__kaga,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
taraba__karim_lamido,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__kukawa,2018,Limited facility proximity coverage,Monitor barriers and coordinate targeted interventions
adamawa__gombi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__guyuk,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__tudun_wada,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
oyo__saki_west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__toungo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__abua/odual,2018,Multiple moderate access barriers,Maintain services and improve care quality
zamfara__bungudu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__shani,2018,Multiple moderate access barriers,Maintain services and improve care quality
sokoto__shagari,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
yobe__yunusari,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__ganye,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__jada,2018,Multiple moderate access barriers,Maintain services and improve care quality
taraba__bali,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__shelleng,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
ondo__okitipupa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__bayo,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__ikot_abasi,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__maiduguri,2018,Multiple moderate access barriers,Maintain services and improve care quality
yobe__gujba,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
edo__esan_north-east,2018,Multiple moderate access barriers,Maintain services and improve care quality
bauchi__tafawa-balewa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
yobe__nangere,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__ika,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
bauchi__dambam,2018,Multiple moderate access barriers,Maintain services and improve care quality
bauchi__ganjuwa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
borno__nganzai,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__ahoada_west,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__song,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__oshimili_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
rivers__gokana,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
zamfara__bukkuyum,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
yobe__damaturu,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
yobe__geidam,2018,Multiple moderate access barriers,Priority for mobile clinic outreach and infrastructure support
yobe__tarmuwa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__madagali,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__michika,2018,Multiple moderate access barriers,Maintain services and improve care quality
adamawa__mubi_north,2018,Multiple moderate access barriers,Maintain services and improve care quality
edo__owan_east,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
adamawa__hong,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__nassarawa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__sabuwa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ebonyi__ohaozara,2018,Multiple moderate access barriers,Maintain services and improve care quality
zamfara__kaura_namoda,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__dutsi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__kabo,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__dandume,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__dawakin_tofa,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__gezawa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__bodinga,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
zamfara__zurmi,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__warawa,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__tangaza,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
jigawa__maigatari,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__danja,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__fagge,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
katsina__jibia,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
rivers__eleme,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
kano__bebeji,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__rano,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__tarauni,2018,Multiple moderate access barriers,Maintain services and improve care quality
akwa_ibom__etinan,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
ogun__yewa_south,2018,Multiple moderate access barriers,Maintain services and improve care quality
kebbi__argungu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
kano__kiru,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
katsina__batagarawa,2018,Multiple moderate access barriers,Maintain services and improve care quality
delta__bomadi,2018,Multiple moderate access barriers,Maintain services and improve care quality
borno__kwaya_kusar,2018,Multiple moderate access barriers,Maintain services and improve care quality
enugu__igbo-etiti,2018,Multiple moderate access barriers,Maintain services and improve care quality
kano__doguwa,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
yobe__bade,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
akwa_ibom__itu,2018,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
borno__bama,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
sokoto__gada,2018,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
