lga_uid,lga_name,state_name,state_lga,area_sq_km,lga_lat,lga_lon,u5mr_mean,u5mr_median,live_births_sum,u5_deaths_sum,facilities_count,facilities_per_10k,avg_distance_km,urban_prop,population,population_density,access_score,towers_count,tower_density_per_km2,avg_dist_to_tower_km,towers_per_10k,coverage_5km,year,risk_score,lga_id,state_id,coverage_3g_pct,coverage_4g_pct,data_quality_flag,confidence_issues,overall_quality,risk_score_total,model_version,risk_score_facility_access,risk_score_connectivity,risk_score_mortality,confidence_reason_codes,confidence_pct,estimate_as_of,primary_barriers,recommendation
93,Ifelodun,Kwara,Kwara__Ifelodun,3400.830430631485,8.5474992,4.9213402,96.19060166886251,111.11111111111111,96.199069,8.887295,120,3.888226450308466,2.200003836865376,0.8,308624.0,90.74959963313812,0.355297157622739,102,0.02999267446012,2.9355892972444897,3.304992482762196,63.56015040713516,2018,0.9963941872119904,kwara__ifelodun,kwara,,,ok,none,high,4.290300638796652,v1.2-fallback,6.111773549691534,3.643984959286484,4.809530083443126,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
94,Maradun,Zamfara,Zamfara__Maradun,2802.916698693585,12.679111666666666,6.256771666666666,130.5832410483573,166.66666666666669,102.86702300000002,11.273318,57,1.794574717275773,2.6895510914866527,0.0,317624.0,113.31910083094576,0.6711886304909561,17,0.0060651106784313,22.838525050134425,0.5352240384857567,58.54080424740962,2018,0.9972590208053588,zamfara__maradun,zamfara,,,ok,none,high,5.602328386258419,v1.2-fallback,8.205425282724228,4.145919575259038,6.529162052417865,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
95,Aninri,Enugu,Enugu__Aninri,327.194235897952,6.0229195,7.610168,94.15584415584416,94.15584415584416,30.655837,2.477716,35,1.728710924959128,3.159220936687672,0.5,202463.0,618.7853506782002,0.7196382428940569,8,0.0244503084782187,12.639715756243689,0.3951339257049436,99.98327965168352,2018,0.9948731064796448,enugu__aninri,enugu,,,ok,none,high,4.388155728847455,v1.2-fallback,8.271289075040873,0.0016720348316479,4.707792207792208,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
96,Abakaliki,Ebonyi,Ebonyi__Abakaliki,447.8453090681862,6.287119499999999,8.313448000000001,138.65546218487395,138.65546218487395,44.039356,7.005874,139,6.200568311081174,0.6072398557992709,1.0,224173.0,500.558999861867,0.0878552971576227,110,0.245620525151581,7.417709050206508,4.906924562726108,99.99999999999989,2018,0.9948623776435852,ebonyi__abakaliki,ebonyi,,,ok,none,high,3.123718354012443,v1.2-fallback,3.799431688918826,1.0658141036401504e-14,6.932773109243698,none,100,2026-02-13,Elevated under-5 mortality indicators,Maintain services and improve care quality
97,Pategi,Kwara,Kwara__Pategi,3166.6929429322363,8.663881,6.122806,71.42857142857144,71.42857142857144,7.284479999999999,0.52032,53,3.20930091737564,0.8815970248321309,0.0,165145.0,52.15061989783009,0.2577519379844961,30,0.0094736056007442,11.279921478268324,1.8165854249296072,52.04551870939665,2018,0.0120422299951314,kwara__pategi,kwara,,,ok,none,high,4.316851150070948,v1.2-fallback,6.79069908262436,4.795448129060334,3.571428571428572,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
98,Biriniwa,Jigawa,Jigawa__Biriniwa,1674.6963725264343,12.674323,9.895749,133.33333333333334,133.33333333333334,37.05042,4.940056,33,1.5675470264107922,2.9843649497519444,0.0,210520.0,125.706368899821,0.7390180878552971,8,0.004776985327753,20.14879437859854,0.3800114003420102,90.01647958322134,2018,0.995566427707672,jigawa__biriniwa,jigawa,,,ok,none,high,5.116132110733656,v1.2-fallback,8.432452973589207,0.9983520416778652,6.666666666666667,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
99,Ussa,Taraba,Taraba__Ussa,967.2300081422014,7.205986,10.059254,49.99999999999999,49.99999999999999,10.994540000000002,0.549727,90,6.5659881812212735,1.7202852807864746,0.0,137070.0,141.7139654954213,0.2338501291989664,0,0.0,85.6462240944713,0.0,98.8476580744344,2018,0.0056856591254472,taraba__ussa,taraba,,,ok,none,high,2.0219795031625134,v1.2-fallback,3.4340118187787265,0.11523419255656,2.5,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
100,Silame,Sokoto,Sokoto__Silame,782.1994873752325,12.918974,4.741043,214.2857142857144,214.2857142857144,10.496303999999997,2.249208,43,2.6994789377864272,2.469660440325945,0.0,159290.0,203.6437028800893,0.5083979328165376,0,0.0,32.7729414421572,0.0,92.9388257515408,2018,0.9971011281013488,sokoto__silame,sokoto,,,ok,none,high,5.443371900776529,v1.2-fallback,7.300521062213573,0.7061174248459192,10.0,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
101,Takai,Kano,Kano__Takai,698.086882663421,11.5330155,9.099732,12.195121951219512,12.195121951219512,108.086592,1.0469,40,1.2409911796551905,0.5959026063633404,0.5,322323.0,461.72332986724575,0.5213178294573644,62,0.0888141598699727,7.738008958825972,1.923536328465545,99.93139190640191,2018,0.0035672124940901,kano__takai,kano,,,ok,none,high,3.279054534019223,v1.2-fallback,8.75900882034481,0.006860809359809,0.6097560975609756,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
102,Bwari,Fct,Fct__Bwari,1064.97415018856,9.177935,7.359742875,57.94247343697902,42.44482173174873,107.908999,5.512974,125,1.5391018048123404,0.9868805135484696,0.8125,812162.0,762.6119374411123,0.5239018087855297,1107,1.039461849664613,10.20709213094448,13.630285583418086,94.36782726288482,2018,0.0035672124940901,fct__bwari,fct,,,ok,none,high,3.896926792375069,v1.2-fallback,8.46089819518766,0.5632172737115191,2.8971236718489517,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
103,Edu,Kwara,Kwara__Edu,2499.2582233162243,8.877372666666668,5.2876666666666665,29.41176470588235,0.0,41.38617,1.628265,78,2.594180388661436,1.8862657691310627,0.3333333333333333,300673.0,120.30489574664357,0.460594315245478,39,0.015604630060295,13.097141866832438,1.297090194330718,77.72198250003073,2018,0.0047032875008881,kwara__edu,kwara,,,ok,none,high,3.593870849704518,v1.2-fallback,7.405819611338564,2.2278017499969263,1.4705882352941175,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
104,Jema'A,Kaduna,Kaduna__Jema'A,1430.633560798275,9.444849,8.232868499999999,191.4715719063545,191.4715719063545,107.53529799999995,18.484656,81,1.917495608698328,5.234270430205178,0.0,422426.0,295.2719770982387,0.7590439276485788,154,0.1076446157981013,4.086304299889576,3.6456089350560807,83.48366067245078,2018,0.995566427707672,kaduna__jema'a,kaduna,,,ok,none,high,6.076025015356518,v1.2-fallback,8.082504391301672,1.6516339327549223,9.573578595317723,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
105,Gumel,Jigawa,Jigawa__Gumel,251.31006194421587,12.625519602626566,9.401670435802645,144.98240560023422,146.08739837398372,0.0,0.0,22,1.3972512257703935,0.4077848229877993,0.1006944444444444,157452.0,626.5248545239313,0.4547803617571059,44,0.1750825241918361,0.4666458031687968,2.794502451540787,99.99999999999996,2018,0.9954019784927368,jigawa__gumel,jigawa,,,ok,none,high,4.86402062328207,v1.2-fallback,8.602748774229607,3.552713678800501e-15,7.249120280011711,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
106,Binji,Sokoto,Sokoto__Binji,1148.006584056781,13.108637,4.902556,43.4782608695652,43.4782608695652,21.119934000000008,0.918258,32,2.0176035913343924,7.398362745257177,0.0,158604.0,138.15600206710604,0.7713178294573644,0,0.0,49.07485829120441,0.0,55.41098999350472,2018,0.0028659645467996,sokoto__binji,sokoto,,,ok,none,high,4.96893347855815,v1.2-fallback,7.982396408665608,4.458901000649528,2.17391304347826,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
107,Kware,Sokoto,Sokoto__Kware,682.1091485542621,13.174597,5.319521,105.29613755420206,96.77419354838706,65.91952,7.27143,48,2.291060092597012,0.9520761346438826,0.0,209510.0,307.1502565887861,0.3875968992248062,2,0.0029320820637562,8.722270751135719,0.0954608371915421,93.87886268788272,2018,0.9971389770507812,sokoto__kware,sokoto,,,ok,none,high,4.2319610467253055,v1.2-fallback,7.708939907402987,0.6121137312117284,5.264806877710103,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
108,Bunza,Kebbi,Kebbi__Bunza,1089.408126393076,12.304483,3.950177,147.05882352941177,147.05882352941177,31.33491,4.608075,46,2.4286068771811267,1.7950270034869291,0.0,189409.0,173.8641335705056,0.4786821705426356,69,0.0633371445726701,13.34725396857415,3.6429103157716898,88.35281261177188,2018,0.9971011281013488,kebbi__bunza,kebbi,,,ok,none,high,4.900669335217508,v1.2-fallback,7.571393122818874,1.1647187388228115,7.352941176470589,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
109,Mopa-Muro,Kogi,Kogi__Mopa-Muro,794.3220366586665,8.149510984680306,5.923352714744054,107.72050643940683,100.0,0.0,0.0,36,5.34846751548827,2.692809369170896,0.2789473684210526,67309.0,84.7376717422279,0.3598191214470284,16,0.020142963762285,3.523616283468296,2.3770966735503425,65.81212959815174,2018,0.9964152574539183,kogi__mopa-muro,kogi,,,ok,none,high,3.927581045025746,v1.2-fallback,4.65153248451173,3.418787040184826,5.386025321970342,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
110,Sokoto North,Sokoto,Sokoto__Sokoto North,20.439601130730093,13.0689365,5.2334755,21.73913043478261,21.73913043478261,13.513334000000002,0.397451,21,0.5772370685152912,0.1636770562118571,1.0,363802.0,17798.879619673145,0.5012919896640827,155,7.583318236428984,0.2098633538187896,4.260559315231912,100.0,2018,0.0028134875465184,sokoto__sokoto_north,sokoto,,,ok,none,high,3.586073862075616,v1.2-fallback,9.422762931484709,0.0,1.0869565217391304,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
111,Musawa,Katsina,Katsina__Musawa,709.0074952425659,12.252311,7.796473,130.43478260869574,130.43478260869574,73.81362399999996,9.627864,80,3.10215793861605,0.7275977217235833,0.0,257885.0,363.7267613253824,0.251937984496124,10,0.014104223251658,3.0876800238328084,0.3877697423270062,100.0,2018,0.9953943490982056,katsina__musawa,katsina,,,ok,none,high,4.117439276265438,v1.2-fallback,6.89784206138395,0.0,6.521739130434787,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
112,Ethiope West,Delta,Delta__Ethiope West,553.8812693381619,5.927658,5.671753,0.0,0.0,3.27168,0.0,42,1.3119629151815977,2.0546431218749177,1.0,320131.0,577.9776600543428,0.6937984496124031,259,0.4676092410734192,2.7194790335603547,8.090437976953185,90.91589905946688,2018,0.0054640690796077,delta__ethiope_west,delta,,,ok,low_dhs_sample,medium,3.427959310684596,v1.2-fallback,8.688037084818403,0.9084100940533126,0.0,low_dhs_sample,80,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
113,Ishielu,Ebonyi,Ebonyi__Ishielu,739.2672121614012,6.2855605,7.8648565,58.46153846153847,58.46153846153847,56.660866,3.392674,87,3.8342882327016303,1.030106556307116,1.0,226900.0,306.9255558306323,0.2254521963824289,75,0.1014518143997242,1.8433230560337857,3.3054208902600264,99.99999999999991,2018,0.0054066153243184,ebonyi__ishielu,ebonyi,,,ok,none,high,2.991779004954373,v1.2-fallback,6.16571176729837,8.881784197001252e-15,2.923076923076924,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
114,Sakaba,Kebbi,Kebbi__Sakaba,1454.8211837010335,11.131499,5.418213,57.14285714285714,57.14285714285714,43.46916,2.483952,65,4.6050953608977805,5.120190421623981,0.0,141148.0,97.02085835794784,0.4864341085271318,2,0.001374739399183,16.93982866173741,0.1416952418737778,88.65912549835932,2018,0.0028470286633819,kebbi__sakaba,kebbi,,,ok,none,high,3.3413388701667026,v1.2-fallback,5.39490463910222,1.1340874501640688,2.8571428571428568,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
115,Kudan,Kaduna,Kaduna__Kudan,361.3334947976812,11.262427,7.7990055,216.5914612981603,216.5914612981603,124.815754,27.42537,47,2.216395669068548,1.2340945119356352,0.5,212056.0,586.8705864612274,0.437984496124031,50,0.1383763219294024,3.244591111829372,2.3578677330516467,100.0,2018,0.9951889514923096,kaduna__kudan,kaduna,,,ok,none,high,5.347670967019571,v1.2-fallback,7.7836043309314515,0.0,10.0,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
116,Kachia,Kaduna,Kaduna__Kachia,4737.320054228163,9.8706,7.409028666666667,83.11229000884174,76.92307692307695,108.696237,8.170725000000001,91,2.370767138562221,1.7563639797043915,0.3333333333333333,383842.0,81.0251356476142,0.4812661498708011,100,0.0211089812077923,20.89638658598065,2.605238613804638,58.7947518000026,2018,0.993160843849182,kaduna__kachia,kaduna,,,ok,none,high,4.708876488584131,v1.2-fallback,7.629232861437779,4.12052481999974,4.155614500442087,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
117,Sabon Birni,Sokoto,Sokoto__Sabon Birni,2444.1051194015618,13.464843,6.1335675,150.9009009009009,150.9009009009009,75.01006900000002,11.163263,52,1.648684381568977,3.0438097961108705,0.0,315403.0,129.04641355083217,0.729328165374677,0,0.0,98.99150705494796,0.0,78.13833920253644,2018,0.9972590208053588,sokoto__sabon_birni,sokoto,,,ok,none,high,5.550835923272477,v1.2-fallback,8.351315618431023,2.186166079746356,7.545045045045045,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
118,Uzo-Uwani,Enugu,Enugu__Uzo-Uwani,1049.5529479166007,6.7833285,7.0592690000000005,145.45454545454544,145.45454545454544,25.697682,3.861342,60,3.178269114640167,7.518162577194658,0.5,188782.0,179.8689626614254,0.6143410852713178,0,0.0,27.570845226799577,0.0,88.43276715752762,2018,0.9949640035629272,enugu__uzo-uwani,enugu,,,ok,none,high,5.188948542626672,v1.2-fallback,6.821730885359833,1.1567232842472386,7.272727272727272,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
119,Jaba,Kaduna,Kaduna__Jaba,548.916752427756,9.549958,8.123556,200.0,200.0,8.57376,1.714752,53,2.233770393691495,0.4851245855971187,1.0,237267.0,432.2458714379047,0.3268733850129199,32,0.0582966357985432,3.2305763101728644,1.3486915584552424,99.75439284643444,2018,0.9951889514923096,kaduna__jaba,kaduna,,,ok,none,high,5.271604963839,v1.2-fallback,7.766229606308505,0.0245607153565554,10.0,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
120,Ibesikpo Asutan,Akwa Ibom,Akwa Ibom__Ibesikpo Asutan,177.94602672059824,4.90219,7.976194,0.0,0.0,17.392958,0.0,39,1.7756328537606991,0.4547653135012048,0.0,219640.0,1234.3068516211802,0.3953488372093023,189,1.0621198094900886,0.0779030815630322,8.604989983609544,100.0,2018,0.0058769830502569,akwa_ibom__ibesikpo_asutan,akwa_ibom,,,ok,low_dhs_sample,medium,2.924005032533876,v1.2-fallback,8.2243671462393,0.0,0.0,low_dhs_sample,80,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
121,Sokoto South,Sokoto,Sokoto__Sokoto South,34.01827124175011,13.0539185,5.250133,56.34920634920635,56.34920634920635,41.535626,2.33236,41,1.3503188069768668,0.3569878096610898,1.0,303632.0,8925.556441191435,0.4599483204134366,157,4.615166916751381,0.9755525433364584,5.1707329925699534,99.99999999999996,2018,0.0028233672492206,sokoto__sokoto_south,sokoto,,,ok,none,high,3.767452277889285,v1.2-fallback,8.649681193023133,3.552713678800501e-15,2.817460317460317,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
122,Yabo,Sokoto,Sokoto__Yabo,879.6339238301978,12.671956,5.028985,48.78048780487805,48.78048780487805,39.210965,1.91273,23,1.2881906522165278,6.573289248709542,0.0,178545.0,202.9764827879306,0.898578811369509,43,0.0488839718831724,6.519629451369224,2.40835643675264,79.57239101246215,2018,0.0028659645467996,sokoto__yabo,sokoto,,,ok,none,high,4.724770473906902,v1.2-fallback,8.711809347783472,2.042760898753785,2.4390243902439024,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
123,Damboa,Borno,Borno__Damboa,5015.692868451285,10.9412015,12.608239,86.70033670033669,86.70033670033669,29.274058,2.243688,29,0.7806002008026723,3.4831207897863083,0.0,371509.0,74.0693279560222,0.875968992248062,0,0.0,81.42423645503965,0.0,20.301090299036208,2018,0.9972338080406188,borno__damboa,borno,,,ok,none,high,6.25283441147118,v1.2-fallback,9.219399799197328,7.96989097009638,4.335016835016835,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
124,Matazu,Katsina,Katsina__Matazu,571.5070371307514,12.263714,7.545483,225.80645161290323,225.80645161290323,30.162504,6.810887999999999,58,3.369879091062267,2.3043898604420376,0.0,172113.0,301.15639671576497,0.4069767441860465,0,0.0,17.062811087018257,0.0,100.0,2018,0.9953943490982056,katsina__matazu,katsina,,,ok,none,high,5.05098130417241,v1.2-fallback,6.630120908937733,0.0,10.0,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
125,Sandamu,Katsina,Katsina__Sandamu,358.189020124406,12.901993016252264,8.376789101287963,117.66784377562092,121.95121951219512,0.0,0.0,48,2.3029314398119274,0.249995003263469,0.1839080459770115,208430.0,581.8994672913431,0.2739018087855297,28,0.0781710170520443,0.2643046573997605,1.3433766732236243,100.0,2018,0.9954904913902284,katsina__sandamu,katsina,,,ok,none,high,4.189821543587433,v1.2-fallback,7.697068560188073,0.0,5.883392188781047,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
126,Mashi,Katsina,Katsina__Mashi,1073.6656694679923,13.1048305,7.9979895,182.93650793650792,182.93650793650792,92.583619,16.718575,64,2.477432141585247,2.0117685873928983,0.0,258332.0,240.6074882956861,0.4896640826873385,22,0.0204905499222128,17.54343873209762,0.8516172986699285,99.82605303487114,2018,0.995448887348175,katsina__mashi,katsina,,,ok,none,high,5.12426089769338,v1.2-fallback,7.522567858414753,0.0173946965128859,9.146825396825395,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
127,Dan Musa,Katsina,Katsina__Dan Musa,1143.7172384546725,12.2025095,7.424170999999999,97.74436090225562,97.74436090225562,73.18141100000001,8.289377,58,3.3790672609164263,2.0817837690826435,0.5,171645.0,150.07642993290656,0.3785529715762273,0,0.0,32.93116931254122,0.0,70.98994424532981,2018,0.9949954748153688,katsina__dan_musa,katsina,,,ok,none,high,4.327510461959114,v1.2-fallback,6.620932739083574,2.9010055754670194,4.887218045112781,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
128,Kura,Kano,Kano__Kura,212.79913261756985,11.774219,8.430563,76.92307692307695,76.92307692307695,36.297729,2.792133,32,1.4030718504325408,2.046707532213905,0.0,228071.0,1071.766586614222,0.6705426356589147,131,0.6156040129892143,2.114573568019924,5.743825387708214,100.0,2018,0.992472529411316,kano__kura,kano,,,ok,none,high,4.175134067108463,v1.2-fallback,8.596928149567459,0.0,3.846153846153848,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
129,Lere,Kaduna,Kaduna__Lere,2739.529375762218,10.397969,8.481956499999999,47.59238521836505,47.59238521836505,101.48880200000002,4.457075,90,1.7501351493254202,0.9996841765027338,0.0,514246.0,187.71326365387907,0.4838501291989664,206,0.0751953973637113,8.870470689919589,4.005864897344851,82.08642833764922,2018,0.0039491206407547,kaduna__lere,kaduna,,,ok,none,high,3.940597363862955,v1.2-fallback,8.24986485067458,1.791357166235077,2.3796192609182527,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
130,Zango,Katsina,Katsina__Zango,595.4295670900844,12.940976,8.594604,0.0,0.0,47.89090800000001,0.0,42,1.781669169487643,1.4896669125537587,0.0,235734.0,395.90576791819785,0.5406976744186046,16,0.0268713562179879,2.5424636131416087,0.6787311121857688,100.0,2018,0.0038470677100121,katsina__zango,katsina,,,ok,low_dhs_sample,medium,3.0253824819347006,v1.2-fallback,8.218330830512357,0.0,0.0,low_dhs_sample,80,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
131,Wurno,Sokoto,Sokoto__Wurno,706.8515182759973,13.252232,5.475627333333333,144.14459436948195,133.33333333333337,79.55527699999999,12.719543,33,1.3223855835928016,5.353215281585606,0.3333333333333333,249549.0,353.04302749274297,0.8791989664082687,0,0.0,35.06696366089286,0.0,91.47132391668154,2018,0.9971323013305664,sokoto__wurno,sokoto,,,ok,none,high,5.544867525185974,v1.2-fallback,8.677614416407199,0.8528676083318452,7.207229718474098,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
132,Gudu,Sokoto,Sokoto__Gudu,3178.2137184433445,13.448911588003464,4.479995160284016,113.77399018381728,107.21062618595823,0.0,0.0,27,1.8644992438419727,11.573162084572653,0.1833333333333333,144811.0,45.56364449616903,0.812015503875969,0,0.0,79.33656249892157,0.0,46.17229759605252,2018,0.9972320199012756,sokoto__gudu,sokoto,,,ok,none,high,6.503470398489241,v1.2-fallback,8.135500756158027,5.382770240394748,5.688699509190863,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
133,Gwiwa,Jigawa,Jigawa__Gwiwa,466.1621093452781,12.813899,8.282886,145.83333333333331,145.83333333333331,50.605728000000006,7.380002,29,1.504438092372499,2.147147664332901,0.0,192763.0,413.5106567771767,0.6634366925064599,19,0.0407583534120466,13.071346341783723,0.985666336381982,99.99999999999991,2018,0.995448887348175,jigawa__gwiwa,jigawa,,,ok,none,high,5.011078100769583,v1.2-fallback,8.4955619076275,8.881784197001252e-15,7.291666666666666,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
134,Birnin Kebbi,Kebbi,Kebbi__Birnin Kebbi,1093.914237612014,12.47349575,4.2515615,110.4885654885655,104.05405405405403,146.356519,17.442182,93,2.254326853153634,0.3810958096307343,0.5,412540.0,377.12279977319247,0.3042635658914729,194,0.1773447984583297,0.2679899485602848,4.702574295825859,96.44364019187014,2018,0.9969483017921448,kebbi__birnin_kebbi,kebbi,,,ok,none,high,4.201329447128967,v1.2-fallback,7.745673146846366,0.3556359808129858,5.524428274428275,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
135,Suru,Kebbi,Kebbi__Suru,1710.1067766933086,11.944721,4.117478,228.0701754385965,228.0701754385965,71.14546200000001,16.226158,70,3.067377129636122,3.3548294724492376,0.0,228208.0,133.44663801711076,0.5348837209302326,31,0.0181275230427085,4.032684163544667,1.3584098716959967,85.03764483878078,2018,0.9971790313720704,kebbi__suru,kebbi,,,ok,none,high,5.561148055096666,v1.2-fallback,6.932622870363878,1.4962355161219223,10.0,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
136,Numan,Adamawa,Adamawa__Numan,837.1872459797029,9.607415,12.059365,37.03703703703704,37.03703703703704,25.281801,0.936363,58,4.283414324328317,1.7499349299429967,0.0,135406.0,161.7392054767194,0.2855297157622739,66,0.0788354102585076,9.24351774561305,4.874230093201188,88.41835230473394,2018,0.002989356406033,adamawa__numan,adamawa,,,ok,none,high,2.870394396347673,v1.2-fallback,5.716585675671683,1.1581647695266053,1.851851851851852,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
137,Biu,Borno,Borno__Biu,3300.831270365301,10.636892,12.236521666666668,65.75963718820861,95.23809523809524,108.53397100000002,8.814398,40,1.417253645885004,9.771053652995905,0.3333333333333333,282236.0,85.5045220075018,0.8908268733850129,0,0.0,71.29348085026169,0.0,40.27942436009951,2018,0.0700667947530746,borno__biu,borno,,,ok,none,high,5.997473566890456,v1.2-fallback,8.582746354114995,5.972057563990049,3.28798185941043,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
138,Kaduna South,Kaduna,Kaduna__Kaduna South,48.0841695352806,10.503704333333332,7.398113333333334,78.04232804232804,83.33333333333333,60.962613000000005,4.859977,74,1.1912082392976375,0.2448877795011002,1.0,621218.0,12919.387108145776,0.4664082687338501,564,11.729432065706751,0.1708831784022728,9.0789384724847,99.99999999999996,2018,0.994955837726593,kaduna__kaduna_south,kaduna,,,ok,none,high,4.083094994725038,v1.2-fallback,8.808791760702363,3.552713678800501e-15,3.902116402116402,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
139,Dikwa,Borno,Borno__Dikwa,1758.4014796911465,11.924505413984535,14.048748959935873,57.010068321939976,58.823529411764696,0.0,0.0,21,1.2406727991350737,6.235926588906784,0.2722222222222222,169263.0,96.25958687758276,0.9056847545219638,0,0.0,77.99453755746943,0.0,42.57351590840345,2018,0.0036684619262814,borno__dikwa,borno,,,ok,none,high,5.550512715049583,v1.2-fallback,8.759327200864927,5.742648409159655,2.850503416096999,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
140,Zaria,Kaduna,Kaduna__Zaria,445.8119017683997,11.063149,7.727115333333334,118.49825201398386,116.27906976744184,285.82554000000005,37.230874,80,1.294550750434888,1.4560315198817757,1.0,617975.0,1386.1787842556064,0.6304909560723514,290,0.6504985597056933,0.2683686294269294,4.69274647032647,99.55148901082904,2018,0.995092272758484,kaduna__zaria,kaduna,,,ok,none,high,4.682708759294185,v1.2-fallback,8.705449249565111,0.0448510989170962,5.924912600699193,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
141,Kalgo,Kebbi,Kebbi__Kalgo,631.1903348506577,12.387256,4.053820999999999,197.3791973791974,197.3791973791974,66.948785,13.627461,43,3.2776388804195378,3.020197228560133,0.0,131192.0,207.8485565388776,0.4844961240310078,59,0.0934741816253565,10.788035318221358,4.497225440575645,97.23188780674133,2018,0.9971011281013488,kebbi__kalgo,kebbi,,,ok,none,high,5.177448325814316,v1.2-fallback,6.722361119580462,0.276811219325868,9.86895986895987,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
142,Yankwashi,Jigawa,Jigawa__Yankwashi,321.01352821368965,12.750955,8.420254,85.71428571428571,85.71428571428571,22.47168,1.926144,20,1.376187822113962,0.4367085972737147,0.0,145329.0,452.7192383719685,0.4638242894056847,5,0.0155756675671052,12.905680938525398,0.3440469555284905,99.99999999999996,2018,0.9953597187995912,jigawa__yankwashi,jigawa,,,ok,none,high,4.133433693416057,v1.2-fallback,8.623812177886037,3.552713678800501e-15,4.285714285714286,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
143,Kaura,Kaduna,Kaduna__Kaura,477.22840506223815,9.595699,8.370006,52.63157894736841,52.63157894736841,20.900722000000005,1.100038,42,1.5730160335277132,1.368936653452534,1.0,267003.0,559.4868142125332,0.5665374677002584,33,0.0691492787310015,11.559793292299736,1.235941169200346,97.95324262765914,2018,0.0036390561144798,kaduna__kaura,kaduna,,,ok,none,high,3.785167937899476,v1.2-fallback,8.426983966472287,0.204675737234087,2.6315789473684204,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
